,length,discount,user_id,successful,mean_price,min_rating,max_rating,mean_rating,successful_sessions_so_far,sessions_so_far,cat_Akcesoria_telefoniczne,cat_Anteny_RTV,cat_Audio,cat_Biurowe_urządzenia_wielofunkcyjne,cat_Drukarki_i_skanery,cat_Gry_PlayStation3,cat_Gry_Xbox_360,cat_Gry_i_konsole,cat_Gry_komputerowe,cat_Gry_na_konsole,cat_Komputery,cat_Monitory,cat_Monitory_LCD,cat_Odtwarzacze_DVD,cat_Odtwarzacze_mp3_i_mp4,cat_Okulary_3D,cat_Przenośne_audio_i_video,cat_Sprzęt_RTV,cat_Słuchawki,cat_Tablety,cat_Tablety_i_akcesoria,cat_Telefony_i_akcesoria,cat_Telefony_komórkowe,cat_Telefony_stacjonarne,cat_Telewizory_i_akcesoria,cat_Video,cat_Zestawy_głośnomówiące,cat_Zestawy_słuchawkowe,city,gender
131,0 days 00:00:00,0,104,False,99.99,4.8,4.8,4.8,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,False
132,0 days 00:00:00,15,104,False,99.99,4.8,4.8,4.8,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,False
133,0 days 00:00:00,0,104,False,99.99,4.8,4.8,4.8,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,False
134,0 days 00:00:00,0,104,False,99.99,4.8,4.8,4.8,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Mielec,False
135,0 days 00:00:00,10,104,False,553.0,3.0,3.0,3.0,11,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
136,0 days 00:00:00,0,104,False,553.0,3.0,3.0,3.0,11,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
137,0 days 00:00:00,10,104,False,553.0,3.0,3.0,3.0,11,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
138,0 days 00:00:00,0,104,False,553.0,3.0,3.0,3.0,11,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
139,0 days 00:00:00,10,104,False,553.0,3.0,3.0,3.0,11,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
140,0 days 00:00:00,0,104,False,553.0,3.0,3.0,3.0,11,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
141,0 days 00:00:00,10,104,False,553.0,3.0,3.0,3.0,11,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Mielec,False
142,0 days 00:02:44,0,104,False,152.0,0.4,0.9,0.65,11,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,False
143,0 days 00:05:14,0,104,False,106.33,0.4,4.0,1.77,11,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,False
144,0 days 00:13:32,10,104,True,83.49,0.4,4.0,2.33,11,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Mielec,False
145,0 days 00:09:46,0,104,False,106.33,0.4,4.0,1.77,12,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,False
146,0 days 00:05:56,0,104,True,83.49,0.4,4.0,2.33,12,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Mielec,False
147,0 days 00:07:48,20,104,False,34.99,0.9,4.0,2.45,13,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Mielec,False
148,0 days 00:08:50,20,104,False,106.33,0.4,4.0,1.77,13,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,False
149,0 days 00:06:03,15,104,False,106.33,0.4,4.0,1.77,13,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Mielec,False
150,0 days 00:00:00,0,104,False,249.0,0.4,0.4,0.4,13,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Mielec,False
151,0 days 00:00:00,15,104,False,58.97,3.9,3.9,3.9,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Mielec,False
152,0 days 00:00:00,0,104,False,58.97,3.9,3.9,3.9,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Mielec,False
153,0 days 00:00:00,10,104,False,58.97,3.9,3.9,3.9,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Mielec,False
154,0 days 00:00:17,0,104,True,58.97,3.9,3.9,3.9,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Mielec,False
155,0 days 00:18:17,0,104,False,78.65,1.8,4.9,3.32,14,68,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
156,0 days 00:21:20,0,104,True,84.35,0.5,4.9,3.03,14,69,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
157,0 days 00:24:05,10,104,False,79.78,0.5,4.9,3.04,15,70,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
158,0 days 00:25:25,0,104,False,78.65,1.8,4.9,3.32,15,71,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
159,0 days 00:32:49,0,104,True,86.79,0.5,4.9,3.15,15,72,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
160,0 days 00:00:00,0,104,False,109.0,2.9,2.9,2.9,16,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mielec,False
161,0 days 00:01:34,15,104,False,151.0,2.9,4.3,3.6,16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
162,0 days 00:02:35,0,104,False,151.0,2.9,4.3,3.6,16,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
163,0 days 00:02:24,0,104,False,151.0,2.9,4.3,3.6,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
164,0 days 00:03:30,0,104,False,151.0,2.9,4.3,3.6,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
165,0 days 00:01:40,20,104,False,151.0,2.9,4.3,3.6,16,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
166,0 days 00:00:00,10,104,False,109.0,2.9,2.9,2.9,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mielec,False
167,0 days 00:05:23,0,104,True,151.0,2.9,4.3,3.6,16,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
168,0 days 00:04:49,0,104,False,151.0,2.9,4.3,3.6,17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Mielec,False
169,0 days 00:05:16,10,104,True,165.0,2.9,4.3,3.83,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Mielec,False
170,0 days 00:00:00,0,104,False,193.0,4.3,4.3,4.3,18,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mielec,False
171,0 days 00:00:00,0,104,False,1816.97,0.4,0.4,0.4,18,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
172,0 days 00:00:00,0,104,False,1816.97,0.4,0.4,0.4,18,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
173,0 days 00:00:00,15,104,False,1816.97,0.4,0.4,0.4,18,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
174,0 days 00:00:00,0,104,False,1816.97,0.4,0.4,0.4,18,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
175,0 days 00:00:00,5,104,False,1816.97,0.4,0.4,0.4,18,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
176,0 days 00:00:00,0,104,False,1816.97,0.4,0.4,0.4,18,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
177,0 days 00:00:00,0,104,False,1816.97,0.4,0.4,0.4,18,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
178,0 days 00:00:00,10,104,False,1816.97,0.4,0.4,0.4,18,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Mielec,False
179,0 days 00:19:56,0,104,True,4340.55,1.2,4.8,2.34,18,92,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
180,0 days 00:16:29,0,104,True,4233.74,1.2,4.7,2.07,19,93,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
181,0 days 00:18:21,15,104,False,3813.44,1.2,4.8,2.42,20,94,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
182,0 days 00:18:54,20,104,False,4406.64,1.2,4.7,2.11,20,95,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
183,0 days 00:19:05,20,104,False,4105.58,1.2,4.7,2.12,20,96,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
184,0 days 00:26:26,0,104,True,4595.23,1.2,4.8,2.4,20,97,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mielec,False
185,0 days 00:25:28,5,105,False,1047.29,0.1,4.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
186,0 days 00:28:59,0,105,True,868.8,0.1,4.8,2.64,0,1,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
187,0 days 00:18:42,0,105,False,1002.5,0.1,4.6,2.34,0,2,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
188,0 days 00:04:12,20,105,True,69.5,3.8,4.4,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Szczecin,True
189,0 days 00:04:09,10,105,True,69.5,3.8,4.4,4.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Szczecin,True
190,0 days 00:00:00,0,105,False,64.8,4.4,4.4,4.4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Szczecin,True
191,0 days 00:15:55,0,105,False,91.48,0.5,4.8,2.43,2,6,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
192,0 days 00:18:49,0,105,False,91.48,0.5,4.8,2.43,2,7,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
193,0 days 00:12:29,0,105,False,83.98,0.8,4.8,2.82,2,8,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
194,0 days 00:17:34,0,105,False,93.8,0.5,4.8,2.76,2,9,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
195,0 days 00:10:17,0,105,False,93.8,0.5,4.8,2.76,2,10,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
196,0 days 00:06:06,0,105,False,93.8,0.5,4.8,2.76,2,11,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
197,0 days 00:19:51,0,105,False,124.84,1.3,4.8,2.94,2,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Szczecin,True
198,0 days 00:25:50,20,105,False,108.71,2.2,4.8,3.25,2,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Szczecin,True
199,0 days 00:24:44,20,105,False,117.63,1.3,4.8,3.03,2,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Szczecin,True
200,0 days 00:21:46,0,105,False,111.24,1.3,4.8,3.14,2,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Szczecin,True
201,0 days 00:06:33,0,105,False,119.97,1.3,4.8,3.03,2,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Szczecin,True
202,0 days 00:00:58,0,105,False,1203.62,2.6,4.1,3.35,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
203,0 days 00:03:44,0,105,False,1203.62,2.6,4.1,3.35,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
204,0 days 00:04:58,0,105,True,871.52,2.6,4.1,3.1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Szczecin,True
205,0 days 00:02:08,0,105,False,1203.62,2.6,4.1,3.35,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
206,0 days 00:01:38,0,105,False,1203.62,2.6,4.1,3.35,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
207,0 days 00:03:51,0,105,False,1203.62,2.6,4.1,3.35,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
208,0 days 00:02:49,0,105,False,1203.62,2.6,4.1,3.35,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
209,0 days 00:08:26,5,105,False,250.12,0.9,3.8,2.35,3,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
210,0 days 00:09:01,0,105,True,249.09,0.9,3.8,2.06,3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
211,0 days 00:09:27,0,105,True,249.09,0.9,3.8,2.06,4,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
212,0 days 00:11:03,0,105,True,249.09,0.9,3.8,2.06,5,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
213,0 days 00:14:45,0,105,True,249.09,0.9,3.8,2.06,6,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
214,0 days 00:12:45,0,105,False,233.82,0.9,3.8,2.07,7,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,Szczecin,True
215,0 days 00:22:10,5,105,False,44.01,0.8,5.0,3.0,7,30,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
216,0 days 00:19:40,0,105,True,41.6,0.8,5.0,2.78,7,31,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
217,0 days 00:26:48,0,105,False,44.01,0.8,5.0,3.0,8,32,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
218,0 days 00:25:20,0,105,False,46.17,0.8,5.0,3.27,8,33,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
219,0 days 00:25:03,0,105,False,45.38,0.8,4.1,2.75,8,34,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
220,0 days 00:25:30,15,105,True,41.6,0.8,5.0,2.78,8,35,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
221,0 days 00:00:00,0,105,False,99.99,4.8,4.8,4.8,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Szczecin,True
222,0 days 00:00:00,0,105,True,99.99,4.8,4.8,4.8,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Szczecin,True
223,0 days 00:00:00,5,105,False,553.0,3.0,3.0,3.0,10,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Szczecin,True
224,0 days 00:00:00,0,105,False,553.0,3.0,3.0,3.0,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Szczecin,True
225,0 days 00:00:00,5,105,False,553.0,3.0,3.0,3.0,10,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Szczecin,True
226,0 days 00:04:09,0,105,True,553.0,3.0,3.0,3.0,10,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Szczecin,True
227,0 days 00:01:15,0,105,True,553.0,3.0,3.0,3.0,11,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Szczecin,True
228,0 days 00:07:56,0,105,True,106.33,0.4,4.0,1.77,12,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
229,0 days 00:05:22,0,105,False,106.33,0.4,4.0,1.77,13,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
230,0 days 00:00:00,15,105,False,58.97,3.9,3.9,3.9,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Szczecin,True
231,0 days 00:00:00,5,105,False,58.97,3.9,3.9,3.9,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Szczecin,True
232,0 days 00:00:00,0,105,False,58.97,3.9,3.9,3.9,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Szczecin,True
233,0 days 00:27:47,0,105,True,78.78,0.5,4.9,2.93,13,48,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
234,0 days 00:26:56,0,105,False,83.09,0.5,4.9,3.17,14,49,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
235,0 days 00:12:51,0,105,False,74.2,0.5,4.9,3.06,14,50,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
236,0 days 00:24:54,0,105,False,83.09,0.5,4.9,3.17,14,51,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
237,0 days 00:25:15,5,105,False,78.65,0.5,4.9,3.08,14,52,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
238,0 days 00:32:01,0,105,True,84.35,0.5,4.9,3.03,14,53,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
239,0 days 00:26:55,20,105,True,87.78,0.5,4.9,2.97,15,54,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
240,0 days 00:02:38,15,105,False,151.0,2.9,4.3,3.6,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
241,0 days 00:04:40,0,105,False,151.0,2.9,4.3,3.6,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
242,0 days 00:05:09,5,105,True,165.0,2.9,4.3,3.83,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Szczecin,True
243,0 days 00:03:21,0,105,False,151.0,2.9,4.3,3.6,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
244,0 days 00:05:24,0,105,True,165.0,2.9,4.3,3.83,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Szczecin,True
245,0 days 00:00:34,10,105,False,151.0,2.9,4.3,3.6,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
246,0 days 00:00:00,0,105,False,1816.97,0.4,0.4,0.4,18,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,True
247,0 days 00:00:00,0,105,False,1816.97,0.4,0.4,0.4,18,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,True
248,0 days 00:00:00,0,105,False,1816.97,0.4,0.4,0.4,18,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,True
249,0 days 00:20:54,15,105,True,4468.44,1.2,4.8,2.14,18,64,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
250,0 days 00:24:46,15,105,True,3974.06,1.2,4.8,2.33,19,65,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
251,0 days 00:12:44,5,105,False,4110.94,1.2,4.8,2.53,20,66,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
252,0 days 00:19:42,20,105,False,4296.19,1.2,4.8,2.58,20,67,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
253,0 days 00:20:16,5,105,False,4512.26,1.2,4.8,2.5,20,68,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
254,0 days 00:20:15,15,106,True,868.8,0.1,4.8,2.64,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
255,0 days 00:03:38,20,106,True,69.5,3.8,4.4,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Szczecin,True
256,0 days 00:03:41,0,106,False,71.85,3.8,4.4,4.1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Szczecin,True
257,0 days 00:15:07,10,106,False,93.8,0.5,4.8,2.4,1,3,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
258,0 days 00:18:54,15,106,False,87.98,0.5,4.8,2.6,1,4,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
259,0 days 00:19:49,0,106,False,136.24,1.3,3.4,2.67,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Szczecin,True
260,0 days 00:00:45,20,106,False,1203.62,2.6,4.1,3.35,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
261,0 days 00:03:17,0,106,False,1203.62,2.6,4.1,3.35,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
262,0 days 00:00:00,0,106,False,2199.9,4.1,4.1,4.1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Szczecin,True
263,0 days 00:17:08,0,106,False,250.12,0.9,3.8,2.35,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
